transaction_id,user_id,transaction_datetime,transaction_amount,currency,payment_method,card_bin,is_card_present,shipping_country,billing_country,ip_country,ip_distance_km,device_type,hour_of_day,day_of_week,num_prev_tx_30d,avg_tx_amount_30d,account_age_days,same_billing_shipping,items_count,item_category,refund_history_count,chargeback_history_count,promo_used,loyalty_points,shipping_speed,billing_name_matches,is_vpn,velocity_flag,fraud_label
TX2000023,U22391,2025-06-27 21:45:18,89.95,QAR,credit_card,413654,0,Qatar,Qatar,Qatar,0.0,mobile,21,4,0,98.39,121,1,1,fashion,0,0,0,8,standard,1,0,0,0
TX2000024,U21515,2025-04-03 18:11:13,10.97,AED,debit_card,400203,0,United Arab Emirates,United Arab Emirates,United Arab Emirates,0.0,mobile,18,3,1,111.3,692,1,3,home,0,0,1,130,standard,1,0,0,0
TX2000025,U23485,2025-04-21 08:05:59,104.41,SAR,google_pay,,0,Saudi Arabia,Saudi Arabia,Saudi Arabia,0.0,mobile,8,0,1,107.2,396,1,3,sports,0,0,0,0,standard,1,0,0,0
TX2000026,U22853,2025-06-13 04:46:06,36.48,QAR,debit_card,551201,0,Qatar,Qatar,Qatar,0.0,mobile,4,4,1,128.69,27,1,4,electronics,0,0,1,85,standard,1,0,0,1
TX2000027,U22433,2025-08-12 23:22:27,110.99,AED,credit_card,516284,1,United Arab Emirates,United Arab Emirates,United Arab Emirates,0.0,tablet,23,1,0,22.25,420,1,2,beauty,0,0,0,5,standard,1,1,0,0
TX2000028,U21215,2025-06-27 02:08:18,154.08,QAR,credit_card,472150,0,Qatar,Qatar,Qatar,0.0,desktop,2,4,2,62.79,120,1,4,sports,0,0,0,0,standard,1,0,0,0
TX2000029,U20955,2025-06-02 18:59:59,134.27,SAR,credit_card,544061,1,Saudi Arabia,Saudi Arabia,Saudi Arabia,0.0,desktop,18,0,0,80.37,7,1,2,beauty,0,0,0,0,express,1,0,0,0
TX2000030,U22324,2025-07-07 10:09:45,76.67,KWD,debit_card,527812,0,Kuwait,Kuwait,Kuwait,0.0,mobile,10,0,2,86.52,198,1,4,electronics,0,0,1,0,standard,1,0,0,0
TX2000031,U21184,2025-08-18 12:52:00,62.89,QAR,apple_pay,,0,Qatar,Saudi Arabia,Saudi Arabia,0.0,mobile,12,0,0,141.96,644,0,2,beauty,0,0,0,6,standard,1,0,0,0
TX2000032,U20459,2025-06-03 23:24:41,16.76,KWD,credit_card,506154,1,Kuwait,Kuwait,Kuwait,0.0,mobile,23,1,2,15.94,176,1,5,electronics,0,0,1,136,standard,1,0,0,0
TX2000033,U23385,2025-06-06 00:49:14,126.3,BHD,credit_card,536400,1,Bahrain,Kuwait,Qatar,1217.7,tablet,0,4,0,131.3,1347,0,3,home,0,0,0,287,standard,1,0,0,0
TX2000034,U20021,2025-07-16 02:34:18,30.62,OMR,credit_card,528062,0,Oman,Qatar,Qatar,0.0,mobile,2,2,2,87.27,58,0,4,home,0,0,0,76,standard,1,0,0,0
TX2000035,U22300,2025-05-11 21:59:01,62.18,SAR,credit_card,459199,0,Saudi Arabia,Saudi Arabia,Saudi Arabia,0.0,tablet,21,6,0,87.65,129,1,4,sports,0,0,0,57,express,1,0,0,0
TX2000036,U20747,2025-04-29 09:04:03,35.69,QAR,credit_card,457039,0,Qatar,Qatar,Qatar,0.0,mobile,9,1,0,54.85,5,1,2,electronics,0,0,0,27,express,1,0,0,0
TX2000037,U22904,2025-04-24 22:32:25,25.68,SAR,apple_pay,,0,Saudi Arabia,Saudi Arabia,Bahrain,165.0,desktop,22,3,1,100.11,15,1,2,electronics,0,0,1,0,standard,1,0,0,0
TX2000038,U23632,2025-03-20 21:30:32,87.84,BHD,credit_card,477232,1,Bahrain,Bahrain,Bahrain,0.0,mobile,21,3,0,100.5,131,1,5,home,0,0,0,123,standard,1,0,0,0
TX2000039,U20474,2025-04-20 06:23:50,6.54,KWD,debit_card,501683,1,Kuwait,Kuwait,Kuwait,0.0,tablet,6,6,1,36.5,225,1,2,fashion,0,0,0,49,standard,1,0,0,0
TX2000040,U21082,2025-07-09 05:58:00,126.17,OMR,paypal,,0,Oman,Oman,Oman,0.0,mobile,5,2,1,104.78,81,1,3,beauty,0,0,0,0,express,1,0,0,0
TX2000041,U22558,2025-05-01 11:47:12,36.38,SAR,credit_card,450750,0,Saudi Arabia,Saudi Arabia,Saudi Arabia,0.0,tablet,11,3,3,47.34,54,1,6,sports,0,0,0,199,express,1,0,0,0
TX2000042,U23753,2025-07-13 04:10:28,9.72,KWD,paypal,,0,Kuwait,Kuwait,Kuwait,0.0,mobile,4,6,1,106.43,163,1,2,fashion,0,0,0,201,standard,1,0,0,0
TX2000043,U22047,2025-08-02 11:41:16,69.49,BHD,debit_card,416119,0,Bahrain,Bahrain,Bahrain,0.0,mobile,11,5,2,95.67,56,1,3,electronics,0,0,0,99,standard,1,0,0,0
TX2000044,U23547,2025-03-21 22:01:33,14.84,BHD,credit_card,424017,1,Bahrain,Bahrain,Kuwait,1119.1,mobile,22,4,1,110.23,299,1,4,home,0,0,0,0,express,1,0,0,0
TX2000045,U22747,2025-09-06 21:53:18,41.33,BHD,google_pay,,0,Bahrain,Bahrain,Bahrain,0.0,mobile,21,5,1,12.76,932,1,2,fashion,0,0,0,0,standard,1,0,0,0
TX2000046,U20975,2025-08-20 17:24:38,110.6,KWD,credit_card,557276,0,Kuwait,Kuwait,Kuwait,0.0,mobile,17,2,1,27.55,492,1,5,groceries,0,0,1,0,express,1,0,0,0
TX2000047,U21806,2025-06-27 18:31:48,10.87,QAR,bank_transfer,,0,Qatar,Qatar,Qatar,0.0,desktop,18,4,0,127.63,72,1,4,home,0,0,0,200,express,1,0,0,0
TX2000048,U20189,2025-06-16 15:14:16,167.17,AED,debit_card,550634,1,United Arab Emirates,United Arab Emirates,United Arab Emirates,0.0,tablet,15,0,1,63.3,905,1,4,groceries,0,0,0,0,standard,1,0,0,0
TX2000049,U23005,2025-06-26 00:41:24,11.28,SAR,paypal,,0,Saudi Arabia,United Arab Emirates,United Arab Emirates,0.0,mobile,0,3,1,127.14,417,0,6,groceries,0,0,1,1,standard,1,0,0,0
TX2000050,U22734,2025-08-04 15:06:07,31.94,AED,google_pay,,0,United Arab Emirates,United Arab Emirates,United Arab Emirates,0.0,tablet,15,0,0,18.77,50,1,2,groceries,0,0,0,103,standard,1,0,0,0
TX2000051,U23005,2025-08-07 02:52:17,122.86,BHD,google_pay,,0,Bahrain,Bahrain,Bahrain,0.0,mobile,2,3,1,117.71,259,1,3,fashion,0,0,0,38,standard,1,0,0,0
TX2000052,U20562,2025-06-30 03:44:51,41.66,AED,paypal,,0,United Arab Emirates,United Arab Emirates,United Arab Emirates,0.0,mobile,3,0,3,21.73,1018,1,2,groceries,0,0,0,0,standard,1,0,0,0
TX2000053,U21899,2025-05-09 10:59:09,20.59,KWD,apple_pay,,0,Kuwait,Kuwait,Kuwait,0.0,mobile,10,4,1,75.57,30,1,1,groceries,0,0,1,95,standard,1,0,0,0
TX2000054,U23638,2025-05-18 02:43:22,58.19,BHD,credit_card,555500,0,Bahrain,Bahrain,Bahrain,0.0,mobile,2,6,0,141.26,94,1,3,home,0,0,0,190,standard,0,0,0,0
TX2000055,U21267,2025-09-01 17:33:03,33.84,BHD,debit_card,421497,1,Bahrain,Kuwait,Kuwait,0.0,desktop,17,0,2,20.87,140,0,3,groceries,0,0,1,0,express,1,1,0,0
TX2000056,U22879,2025-05-01 23:34:15,156.39,OMR,credit_card,403372,1,Oman,Oman,Oman,0.0,tablet,23,3,2,59.09,36,1,5,electronics,0,0,0,0,standard,1,0,0,0
TX2000057,U21528,2025-05-16 17:53:02,40.66,OMR,credit_card,488683,1,Oman,Oman,Oman,0.0,mobile,17,4,0,82.57,106,1,2,groceries,0,0,1,139,standard,1,0,0,0
TX2000058,U23202,2025-08-04 17:26:07,139.8,KWD,google_pay,,0,Kuwait,Kuwait,Kuwait,0.0,tablet,17,0,1,135.92,353,1,1,electronics,0,0,0,110,standard,1,1,0,0
TX2000059,U23556,2025-05-11 08:05:53,180.42,KWD,credit_card,417453,1,Kuwait,Kuwait,Kuwait,0.0,mobile,8,6,0,56.57,194,1,4,fashion,0,0,0,0,standard,1,0,0,0
TX2000060,U23890,2025-07-05 09:56:20,45.68,AED,credit_card,512716,1,United Arab Emirates,Oman,Oman,0.0,mobile,9,5,1,122.99,163,0,2,beauty,0,0,1,214,standard,1,0,0,0
TX2000061,U20646,2025-04-12 07:47:28,199.65,SAR,apple_pay,,0,Saudi Arabia,Saudi Arabia,Oman,833.6,mobile,7,5,1,110.54,169,1,3,electronics,0,0,0,0,standard,1,0,0,0
TX2000062,U22068,2025-04-22 10:09:19,39.73,AED,credit_card,451928,1,United Arab Emirates,United Arab Emirates,United Arab Emirates,0.0,mobile,10,1,0,52.99,427,1,3,electronics,1,0,0,93,standard,1,0,0,0
TX2000063,U22888,2025-05-02 16:18:57,273.99,KWD,credit_card,433960,0,Kuwait,Bahrain,Bahrain,0.0,mobile,16,4,0,57.71,1422,0,1,electronics,0,0,0,0,standard,1,0,0,0
TX2000064,U22214,2025-03-29 01:17:55,19.99,SAR,debit_card,417197,0,Saudi Arabia,Oman,Oman,0.0,mobile,1,5,1,36.74,266,0,1,fashion,0,0,0,115,express,1,0,0,0
TX2000065,U21297,2025-07-01 19:19:33,98.48,AED,debit_card,499456,1,United Arab Emirates,United Arab Emirates,United Arab Emirates,0.0,mobile,19,1,2,107.01,417,1,1,electronics,0,0,0,0,standard,1,0,0,0
TX2000066,U22435,2025-05-05 10:53:59,57.33,QAR,apple_pay,,0,Qatar,Qatar,Qatar,0.0,mobile,10,0,0,88.83,139,1,3,groceries,0,0,1,11,standard,1,0,0,0
TX2000067,U20600,2025-05-15 20:49:03,49.58,QAR,debit_card,532955,0,Qatar,Bahrain,Bahrain,0.0,mobile,20,3,1,31.69,591,0,2,beauty,0,0,1,0,express,1,0,0,0
TX2000068,U22363,2025-03-27 18:54:17,94.44,SAR,debit_card,416651,1,Saudi Arabia,Saudi Arabia,Saudi Arabia,0.0,mobile,18,3,0,96.81,163,1,2,home,0,0,0,0,standard,1,0,0,0
TX2000069,U22061,2025-07-22 09:33:09,98.88,OMR,apple_pay,,0,Oman,Oman,Oman,0.0,desktop,9,1,0,79.81,820,1,1,electronics,0,0,1,0,standard,1,0,0,0
TX2000070,U20241,2025-04-17 23:06:32,14.45,SAR,debit_card,402812,1,Saudi Arabia,Saudi Arabia,Saudi Arabia,0.0,desktop,23,3,1,22.96,408,1,1,electronics,0,0,0,31,express,1,0,0,0
TX2000071,U22041,2025-09-07 18:36:54,28.7,AED,paypal,,0,United Arab Emirates,United Arab Emirates,United Arab Emirates,0.0,tablet,18,6,3,143.52,368,1,1,electronics,0,0,0,0,standard,1,1,0,0
TX2000072,U22824,2025-05-13 03:10:05,114.65,BHD,bank_transfer,,0,Bahrain,Bahrain,Bahrain,0.0,mobile,3,1,0,126.87,102,1,2,electronics,0,0,0,0,standard,1,0,0,0
TX2000073,U23417,2025-04-15 00:25:14,103.91,QAR,credit_card,495981,1,Qatar,Qatar,Qatar,0.0,desktop,0,1,0,19.94,477,1,6,beauty,0,0,0,52,standard,1,0,1,0
TX2000074,U22612,2025-05-11 17:02:48,291.63,BHD,credit_card,406562,0,Bahrain,Bahrain,Bahrain,0.0,mobile,17,6,1,140.38,33,1,7,home,0,0,1,225,express,1,0,0,0
TX2000075,U22945,2025-09-05 18:59:17,122.74,QAR,credit_card,470713,0,Qatar,Qatar,Qatar,0.0,desktop,18,4,0,138.33,231,1,2,fashion,0,0,0,82,standard,1,0,0,0
TX2000076,U21363,2025-08-20 17:17:29,251.45,AED,paypal,,0,United Arab Emirates,Qatar,Qatar,0.0,mobile,17,2,0,15.91,398,0,5,fashion,0,0,0,126,overnight,1,0,0,0
TX2000077,U22139,2025-03-30 04:49:46,104.92,QAR,credit_card,420469,0,Qatar,Qatar,Qatar,0.0,desktop,4,6,0,38.21,645,1,3,fashion,0,0,1,53,standard,1,0,1,0
TX2000078,U21390,2025-07-22 22:35:28,38.32,SAR,debit_card,517538,0,Saudi Arabia,Saudi Arabia,Saudi Arabia,0.0,tablet,22,1,0,108.34,252,1,2,home,0,0,0,59,standard,1,0,0,0
TX2000079,U23003,2025-05-07 13:11:27,26.57,BHD,google_pay,,0,Bahrain,Bahrain,Bahrain,0.0,tablet,13,2,1,140.84,89,1,4,electronics,0,0,0,40,standard,1,1,0,0
TX2000080,U21478,2025-08-27 02:05:56,125.07,KWD,debit_card,496765,0,Kuwait,Kuwait,Kuwait,0.0,mobile,2,2,1,125.24,566,1,4,home,0,0,0,32,express,1,0,0,0
TX2000081,U23499,2025-04-29 23:16:17,88.35,BHD,credit_card,493523,0,Bahrain,Bahrain,Bahrain,0.0,mobile,23,1,2,49.47,438,1,4,electronics,0,0,0,0,overnight,1,0,0,0
TX2000082,U22556,2025-07-02 00:07:19,20.84,AED,apple_pay,,0,United Arab Emirates,United Arab Emirates,United Arab Emirates,0.0,mobile,0,2,0,14.68,50,1,2,sports,0,0,0,76,standard,1,1,0,0
TX2000083,U20775,2025-04-11 18:11:23,50.81,KWD,credit_card,488641,0,Kuwait,Kuwait,Kuwait,0.0,mobile,18,4,2,76.2,617,1,6,beauty,0,0,1,0,standard,1,0,0,0
TX2000084,U20034,2025-03-20 11:15:12,259.54,BHD,apple_pay,,0,Bahrain,Bahrain,Bahrain,0.0,desktop,11,3,2,22.87,964,1,4,electronics,0,0,0,0,standard,1,0,0,0
TX2000085,U22253,2025-07-24 03:38:10,69.79,AED,paypal,,0,United Arab Emirates,United Arab Emirates,United Arab Emirates,0.0,mobile,3,3,1,44.34,231,1,2,fashion,0,0,0,0,standard,1,0,0,1
TX2000086,U23152,2025-05-26 16:01:08,57.06,OMR,credit_card,482969,1,Oman,Kuwait,Kuwait,0.0,mobile,16,0,2,99.61,11,0,3,sports,0,0,0,42,standard,1,0,0,1
TX2000087,U21955,2025-07-21 01:14:42,66.46,SAR,bank_transfer,,0,Saudi Arabia,Saudi Arabia,Saudi Arabia,0.0,mobile,1,0,2,79.3,741,1,4,electronics,0,0,0,0,standard,1,0,1,0
TX2000088,U21585,2025-07-15 16:58:37,29.12,QAR,credit_card,418217,0,Qatar,Qatar,Qatar,0.0,desktop,16,1,2,62.74,39,1,5,electronics,0,0,0,64,standard,1,0,0,0
TX2000089,U23943,2025-05-30 20:54:25,51.93,QAR,bank_transfer,,0,Qatar,Saudi Arabia,Saudi Arabia,0.0,mobile,20,4,3,140.19,300,0,1,home,0,0,0,57,standard,1,0,0,0
TX2000090,U23459,2025-05-22 05:17:49,60.15,QAR,credit_card,496844,1,Qatar,Qatar,Qatar,0.0,mobile,5,3,0,37.02,153,1,4,fashion,0,0,1,8,express,1,0,0,0
TX2000091,U23073,2025-04-05 08:41:03,17.29,OMR,credit_card,540061,1,Oman,Oman,Qatar,113.7,tablet,8,5,2,78.25,1449,1,1,sports,0,0,0,0,express,1,0,0,0
TX2000092,U21021,2025-08-04 04:25:08,126.98,SAR,credit_card,484895,1,Saudi Arabia,Saudi Arabia,Saudi Arabia,0.0,desktop,4,0,0,90.29,747,1,5,home,0,0,0,73,standard,1,1,0,0
TX2000093,U23461,2025-09-07 20:24:15,56.71,BHD,credit_card,473497,1,Bahrain,Bahrain,Bahrain,0.0,mobile,20,6,0,55.07,460,1,3,sports,0,0,0,166,standard,1,0,0,0
TX2000094,U22613,2025-07-04 20:32:11,146.33,BHD,apple_pay,,0,Bahrain,Bahrain,Bahrain,0.0,mobile,20,4,2,108.74,66,1,5,fashion,1,0,0,116,express,1,0,0,0
TX2000095,U21129,2025-05-10 11:14:10,173.9,SAR,paypal,,0,Saudi Arabia,Saudi Arabia,Saudi Arabia,0.0,desktop,11,5,1,131.42,360,1,2,fashion,0,0,1,105,express,1,0,0,0
TX2000096,U23843,2025-08-07 09:51:50,29.96,KWD,apple_pay,,0,Kuwait,Kuwait,Oman,1910.3,mobile,9,3,0,85.81,254,1,4,fashion,0,0,0,3,standard,1,0,0,0
TX2000097,U23893,2025-04-15 03:24:15,94.32,SAR,credit_card,555055,1,Saudi Arabia,Oman,Oman,0.0,desktop,3,1,1,119.39,43,0,4,home,0,0,0,78,standard,1,0,0,0
TX2000098,U21500,2025-06-07 11:44:41,56.96,QAR,credit_card,407186,1,Qatar,United Arab Emirates,United Arab Emirates,0.0,desktop,11,5,0,18.53,474,0,1,home,0,0,0,0,express,1,0,0,0
TX2000099,U20702,2025-09-10 15:16:38,185.21,BHD,paypal,,0,Bahrain,Bahrain,Bahrain,0.0,mobile,15,2,0,31.53,27,1,2,home,0,0,0,0,express,1,0,0,0
TX2000100,U22449,2025-07-16 22:26:31,33.78,SAR,credit_card,538578,0,Saudi Arabia,Saudi Arabia,Saudi Arabia,0.0,mobile,22,2,1,74.68,197,1,3,electronics,0,0,1,130,standard,1,0,0,0
TX2000101,U22777,2025-05-16 11:02:27,98.12,BHD,paypal,,0,Bahrain,Bahrain,Bahrain,0.0,tablet,11,4,2,138.94,166,1,2,fashion,0,0,1,0,express,1,0,0,0
TX2000102,U21579,2025-05-22 05:38:18,87.75,SAR,paypal,,0,Saudi Arabia,Kuwait,Kuwait,0.0,mobile,5,3,1,84.42,492,0,2,fashion,0,0,0,50,express,1,0,0,0
TX2000103,U20161,2025-03-31 07:35:45,30.46,AED,credit_card,495761,1,United Arab Emirates,United Arab Emirates,Qatar,67.4,mobile,7,0,0,70.52,167,1,3,groceries,0,0,0,46,standard,1,0,0,0
TX2000104,U20201,2025-07-19 17:53:32,22.68,QAR,apple_pay,,0,Qatar,Qatar,Qatar,0.0,desktop,17,5,3,94.02,355,1,5,groceries,0,0,0,0,express,1,0,0,0
TX2000105,U21981,2025-08-25 15:12:07,96.63,SAR,apple_pay,,0,Saudi Arabia,Saudi Arabia,Saudi Arabia,0.0,desktop,15,0,0,27.43,195,1,5,electronics,0,0,0,85,standard,1,0,0,0
TX2000106,U20995,2025-03-22 05:14:05,125.87,OMR,paypal,,0,Oman,Oman,Oman,0.0,tablet,5,5,1,101.52,261,1,2,electronics,0,0,0,155,express,1,0,0,0
TX2000107,U22317,2025-08-27 04:31:46,36.49,SAR,credit_card,524272,1,Saudi Arabia,Saudi Arabia,Saudi Arabia,0.0,mobile,4,2,1,23.16,82,1,2,electronics,0,0,0,214,standard,0,0,0,0
TX2000108,U23934,2025-05-28 05:24:02,86.42,AED,credit_card,407791,0,United Arab Emirates,United Arab Emirates,United Arab Emirates,0.0,desktop,5,2,2,90.75,67,1,3,electronics,0,0,0,110,standard,1,1,0,0
TX2000109,U20815,2025-05-01 18:38:46,45.74,OMR,credit_card,493133,0,Oman,Oman,Oman,0.0,mobile,18,3,1,110.01,371,1,2,sports,0,0,0,80,express,1,0,0,0
TX2000110,U23342,2025-08-09 00:59:49,103.24,OMR,credit_card,472306,1,Oman,Oman,Oman,0.0,tablet,0,5,1,67.61,39,1,6,groceries,0,0,0,71,standard,1,0,0,0
TX2000111,U20455,2025-05-13 12:10:41,34.46,SAR,credit_card,409893,1,Saudi Arabia,Saudi Arabia,Saudi Arabia,0.0,desktop,12,1,0,137.53,58,1,5,electronics,0,0,1,93,standard,1,0,0,0
TX2000112,U23533,2025-04-23 12:22:30,194.48,AED,google_pay,,0,United Arab Emirates,Oman,Oman,0.0,desktop,12,2,0,31.28,848,0,6,electronics,0,0,0,72,express,1,0,0,0
TX2000113,U23798,2025-05-08 21:42:57,38.71,OMR,paypal,,0,Oman,Oman,Oman,0.0,desktop,21,3,0,33.93,87,1,3,beauty,0,0,1,227,express,1,0,0,0
TX2000114,U21275,2025-03-23 05:36:35,52.79,QAR,debit_card,556226,0,Qatar,Qatar,Qatar,0.0,mobile,5,6,0,82.37,117,1,4,fashion,0,0,0,107,standard,1,0,0,0
TX2000115,U21016,2025-07-02 13:08:31,15.46,KWD,credit_card,489854,0,Kuwait,Kuwait,Kuwait,0.0,desktop,13,2,2,140.43,300,1,3,electronics,0,0,1,120,express,0,0,0,0
TX2000116,U23773,2025-07-25 20:03:04,18.98,QAR,bank_transfer,,0,Qatar,Qatar,Qatar,0.0,desktop,20,4,2,64.7,174,1,3,fashion,0,0,0,44,standard,1,0,0,0
TX2000117,U22343,2025-09-04 17:49:05,66.37,BHD,credit_card,505469,0,Bahrain,Bahrain,Bahrain,0.0,mobile,17,3,1,139.7,245,1,4,electronics,0,0,0,0,overnight,1,0,0,0
TX2000118,U23796,2025-08-18 07:20:19,33.36,BHD,apple_pay,,0,Bahrain,Kuwait,Kuwait,0.0,mobile,7,0,0,107.09,46,0,2,fashion,0,0,0,0,standard,1,0,0,0
TX2000119,U22767,2025-08-18 18:11:03,146.64,AED,bank_transfer,,0,United Arab Emirates,United Arab Emirates,United Arab Emirates,0.0,mobile,18,0,3,119.56,334,1,3,electronics,0,0,0,0,standard,0,0,0,0
TX2000120,U23820,2025-07-11 10:55:24,12.51,OMR,apple_pay,,0,Oman,Oman,Bahrain,740.6,mobile,10,4,1,141.3,51,1,3,fashion,0,0,0,129,standard,1,0,0,0
TX2000121,U20337,2025-04-09 20:47:17,47.92,QAR,bank_transfer,,0,Qatar,Qatar,Qatar,0.0,mobile,20,2,0,90.13,413,1,1,fashion,0,1,0,96,standard,1,0,0,0
TX2000122,U20878,2025-08-07 12:17:58,46.65,QAR,paypal,,0,Qatar,Qatar,Qatar,0.0,tablet,12,3,0,99.83,222,1,2,fashion,0,0,0,41,overnight,1,0,0,0
TX2000123,U21076,2025-08-12 00:16:05,12.03,KWD,credit_card,544586,0,Kuwait,Kuwait,Kuwait,0.0,desktop,0,1,2,91.06,508,1,2,electronics,0,0,1,93,overnight,1,0,0,0
TX2000124,U20791,2025-07-31 19:34:45,19.81,AED,credit_card,524858,1,United Arab Emirates,Bahrain,Bahrain,0.0,desktop,19,3,1,119.88,56,0,2,home,0,0,0,95,express,1,0,0,0
TX2000125,U23993,2025-06-02 08:53:22,48.35,OMR,credit_card,502809,0,Oman,Kuwait,Kuwait,0.0,mobile,8,0,2,48.28,142,0,3,home,0,0,1,192,standard,1,0,0,0
TX2000126,U22264,2025-07-25 03:46:23,64.68,AED,credit_card,423631,1,United Arab Emirates,United Arab Emirates,United Arab Emirates,0.0,mobile,3,4,3,120.33,562,1,5,beauty,0,0,0,5,standard,1,0,0,0
